"comparison","difference","ci_low","ci_high","p_adj","significant"
"2-0",5.4,0.400372777231661,10.3996272227683,0.0300757766495946,TRUE
"5-0",10.3,5.30037277723166,15.2996272227683,1.61244952476824e-05,TRUE
"10-0",18.4,13.4003727772317,23.3996272227684,4.65498750656934e-11,TRUE
"5-2",4.9,-0.0996272227683432,9.89962722276834,0.0564941064633285,FALSE
"10-2",13,8.00037277723166,17.9996272227683,1.91444514907602e-07,TRUE
"10-5",8.10000000000001,3.10037277723166,13.0996272227683,0.00057419361561506,TRUE
